source_id,provider,product_or_document_id,source_title,source_url_or_stable_id,coverage_year,coverage_period,effective_date,access_date_utc,access_method,access_class,raw_filename,raw_sha256,raw_bytes,raw_storage_class,archive_symbol,record_type,ticker_or_share_code,company_name,index_code,membership_semantics,identity_status,provenance_status,notes
BM-032,Borsa Istanbul,3184#1132519,"2000 Yilindan Itibaren Endekslerde Bulunan Sirketler (BIST 30, BIST 50 ve BIST 100 icin)",https://datastore.borsaistanbul.com/product-type/3184,2020,FULL_YEAR_AS_FOUR_QUARTER_COLUMNS,NA,2026-08-23T13:18:00Z,FIRST_PARTY_CATALOGUE_API_INVOKED_BY_PRODUCT_PAGE,DOWNLOAD_REQUIRES_ACCOUNT_AND_REGISTRATION_AGREEMENT,exsrk2020.zip,NA,58823,NOT_ACQUIRED,NA,CATALOG_ENTRY,NA,NA,XU030;XU050;XU100,QUARTER_COLUMN_Q1_Q4_NO_EFFECTIVE_DATE,NOT_ASSESSED,VISIBLE_NOT_ACQUIRED,period=Q; accessType=G; price=0.0 TRY; provider snapshot publication date 01-10-2020; provider 'date' field 30-12-2020; raw_bytes is provider-declared and unverified (file not downloaded).
BM-033,Borsa Istanbul,3184#1068011,"2000 Yilindan Itibaren Endekslerde Bulunan Sirketler (BIST 30, BIST 50 ve BIST 100 icin)",https://datastore.borsaistanbul.com/product-type/3184,2020,FULL_YEAR_AS_FOUR_QUARTER_COLUMNS,NA,2026-08-23T13:18:00Z,FIRST_PARTY_CATALOGUE_API_INVOKED_BY_PRODUCT_PAGE,DOWNLOAD_REQUIRES_ACCOUNT_AND_REGISTRATION_AGREEMENT,exsrk2020.zip,NA,59259,NOT_ACQUIRED,NA,CATALOG_ENTRY,NA,NA,XU030;XU050;XU100,QUARTER_COLUMN_Q1_Q4_NO_EFFECTIVE_DATE,NOT_ASSESSED,VISIBLE_NOT_ACQUIRED,period=Q; accessType=G; price=0.0 TRY; provider snapshot publication date 28-07-2020; provider 'date' field 30-12-2020; raw_bytes is provider-declared and unverified (file not downloaded).
BM-034,Borsa Istanbul,3184#1006269,"2000 Yilindan Itibaren Endekslerde Bulunan Sirketler (BIST 30, BIST 50 ve BIST 100 icin)",https://datastore.borsaistanbul.com/product-type/3184,2020,FULL_YEAR_AS_FOUR_QUARTER_COLUMNS,NA,2026-08-23T13:18:00Z,FIRST_PARTY_CATALOGUE_API_INVOKED_BY_PRODUCT_PAGE,DOWNLOAD_REQUIRES_ACCOUNT_AND_REGISTRATION_AGREEMENT,exsrk2020.zip,NA,57733,NOT_ACQUIRED,NA,CATALOG_ENTRY,NA,NA,XU030;XU050;XU100,QUARTER_COLUMN_Q1_Q4_NO_EFFECTIVE_DATE,NOT_ASSESSED,VISIBLE_NOT_ACQUIRED,period=Q; accessType=G; price=0.0 TRY; provider snapshot publication date 22-05-2020; provider 'date' field 30-12-2020; raw_bytes is provider-declared and unverified (file not downloaded).
BM-035,Borsa Istanbul,3184#982927,"2000 Yilindan Itibaren Endekslerde Bulunan Sirketler (BIST 30, BIST 50 ve BIST 100 icin)",https://datastore.borsaistanbul.com/product-type/3184,2020,FULL_YEAR_AS_FOUR_QUARTER_COLUMNS,NA,2026-08-23T13:18:00Z,FIRST_PARTY_CATALOGUE_API_INVOKED_BY_PRODUCT_PAGE,DOWNLOAD_REQUIRES_ACCOUNT_AND_REGISTRATION_AGREEMENT,exsrk2020.zip,NA,55195,NOT_ACQUIRED,NA,CATALOG_ENTRY,NA,NA,XU030;XU050;XU100,QUARTER_COLUMN_Q1_Q4_NO_EFFECTIVE_DATE,NOT_ASSESSED,VISIBLE_NOT_ACQUIRED,period=Q; accessType=G; price=0.0 TRY; provider snapshot publication date 27-04-2020; provider 'date' field 30-12-2020; raw_bytes is provider-declared and unverified (file not downloaded).
BM-036,Borsa Istanbul,3184#982925,"2000 Yilindan Itibaren Endekslerde Bulunan Sirketler (BIST 30, BIST 50 ve BIST 100 icin)",https://datastore.borsaistanbul.com/product-type/3184,2020,FULL_YEAR_AS_FOUR_QUARTER_COLUMNS,NA,2026-08-23T13:18:00Z,FIRST_PARTY_CATALOGUE_API_INVOKED_BY_PRODUCT_PAGE,DOWNLOAD_REQUIRES_ACCOUNT_AND_REGISTRATION_AGREEMENT,exsrk2020.zip,NA,56407,NOT_ACQUIRED,NA,CATALOG_ENTRY,NA,NA,XU030;XU050;XU100,QUARTER_COLUMN_Q1_Q4_NO_EFFECTIVE_DATE,NOT_ASSESSED,VISIBLE_NOT_ACQUIRED,period=Q; accessType=G; price=0.0 TRY; provider snapshot publication date 27-04-2020; provider 'date' field 30-12-2020; raw_bytes is provider-declared and unverified (file not downloaded).
BM-037,Borsa Istanbul,3184#872590,"2000 Yilindan Itibaren Endekslerde Bulunan Sirketler (BIST 30, BIST 50 ve BIST 100 icin)",https://datastore.borsaistanbul.com/product-type/3184,2020,FULL_YEAR_AS_FOUR_QUARTER_COLUMNS,NA,2026-08-23T13:18:00Z,FIRST_PARTY_CATALOGUE_API_INVOKED_BY_PRODUCT_PAGE,DOWNLOAD_REQUIRES_ACCOUNT_AND_REGISTRATION_AGREEMENT,exsrk2020.zip,NA,55016,NOT_ACQUIRED,NA,CATALOG_ENTRY,NA,NA,XU030;XU050;XU100,QUARTER_COLUMN_Q1_Q4_NO_EFFECTIVE_DATE,NOT_ASSESSED,VISIBLE_NOT_ACQUIRED,period=Q; accessType=G; price=0.0 TRY; provider snapshot publication date 02-01-2020; provider 'date' field 30-12-2020; raw_bytes is provider-declared and unverified (file not downloaded).
BM-038,Borsa Istanbul,3184#795400,"2000 Yilindan Itibaren Endekslerde Bulunan Sirketler (BIST 30, BIST 50 ve BIST 100 icin)",https://datastore.borsaistanbul.com/product-type/3184,2019,FULL_YEAR_AS_FOUR_QUARTER_COLUMNS,NA,2026-08-23T13:18:00Z,FIRST_PARTY_CATALOGUE_API_INVOKED_BY_PRODUCT_PAGE,DOWNLOAD_REQUIRES_ACCOUNT_AND_REGISTRATION_AGREEMENT,exsrk2019.zip,NA,58640,NOT_ACQUIRED,NA,CATALOG_ENTRY,NA,NA,XU030;XU050;XU100,QUARTER_COLUMN_Q1_Q4_NO_EFFECTIVE_DATE,NOT_ASSESSED,VISIBLE_NOT_ACQUIRED,period=Q; accessType=G; price=0.0 TRY; provider snapshot publication date 03-10-2019; provider 'date' field 30-12-2019; raw_bytes is provider-declared and unverified (file not downloaded).
BM-039,Borsa Istanbul,3184#717816,"2000 Yilindan Itibaren Endekslerde Bulunan Sirketler (BIST 30, BIST 50 ve BIST 100 icin)",https://datastore.borsaistanbul.com/product-type/3184,2019,FULL_YEAR_AS_FOUR_QUARTER_COLUMNS,NA,2026-08-23T13:18:00Z,FIRST_PARTY_CATALOGUE_API_INVOKED_BY_PRODUCT_PAGE,DOWNLOAD_REQUIRES_ACCOUNT_AND_REGISTRATION_AGREEMENT,exsrk2019.zip,NA,26930,NOT_ACQUIRED,NA,CATALOG_ENTRY,NA,NA,XU030;XU050;XU100,QUARTER_COLUMN_Q1_Q4_NO_EFFECTIVE_DATE,NOT_ASSESSED,VISIBLE_NOT_ACQUIRED,period=Q; accessType=G; price=0.0 TRY; provider snapshot publication date 01-07-2019; provider 'date' field 30-12-2019; raw_bytes is provider-declared and unverified (file not downloaded).
BM-040,Borsa Istanbul,3184#646771,"2000 Yilindan Itibaren Endekslerde Bulunan Sirketler (BIST 30, BIST 50 ve BIST 100 icin)",https://datastore.borsaistanbul.com/product-type/3184,2019,FULL_YEAR_AS_FOUR_QUARTER_COLUMNS,NA,2026-08-23T13:18:00Z,FIRST_PARTY_CATALOGUE_API_INVOKED_BY_PRODUCT_PAGE,DOWNLOAD_REQUIRES_ACCOUNT_AND_REGISTRATION_AGREEMENT,exsrk2019.zip,NA,25736,NOT_ACQUIRED,NA,CATALOG_ENTRY,NA,NA,XU030;XU050;XU100,QUARTER_COLUMN_Q1_Q4_NO_EFFECTIVE_DATE,NOT_ASSESSED,VISIBLE_NOT_ACQUIRED,period=Q; accessType=G; price=0.0 TRY; provider snapshot publication date 01-04-2019; provider 'date' field 30-12-2019; raw_bytes is provider-declared and unverified (file not downloaded).
BM-041,Borsa Istanbul,3184#572967,"2000 Yilindan Itibaren Endekslerde Bulunan Sirketler (BIST 30, BIST 50 ve BIST 100 icin)",https://datastore.borsaistanbul.com/product-type/3184,2019,FULL_YEAR_AS_FOUR_QUARTER_COLUMNS,NA,2026-08-23T13:18:00Z,FIRST_PARTY_CATALOGUE_API_INVOKED_BY_PRODUCT_PAGE,DOWNLOAD_REQUIRES_ACCOUNT_AND_REGISTRATION_AGREEMENT,exsrk2019.zip,NA,24392,NOT_ACQUIRED,NA,CATALOG_ENTRY,NA,NA,XU030;XU050;XU100,QUARTER_COLUMN_Q1_Q4_NO_EFFECTIVE_DATE,NOT_ASSESSED,VISIBLE_NOT_ACQUIRED,period=Q; accessType=G; price=0.0 TRY; provider snapshot publication date 02-01-2019; provider 'date' field 30-12-2019; raw_bytes is provider-declared and unverified (file not downloaded).
BM-042,Borsa Istanbul,3184#485978,"2000 Yilindan Itibaren Endekslerde Bulunan Sirketler (BIST 30, BIST 50 ve BIST 100 icin)",https://datastore.borsaistanbul.com/product-type/3184,2018,FULL_YEAR_AS_FOUR_QUARTER_COLUMNS,NA,2026-08-23T13:18:00Z,FIRST_PARTY_CATALOGUE_API_INVOKED_BY_PRODUCT_PAGE,DOWNLOAD_REQUIRES_ACCOUNT_AND_REGISTRATION_AGREEMENT,exsrk2018.zip,NA,32134,NOT_ACQUIRED,NA,CATALOG_ENTRY,NA,NA,XU030;XU050;XU100,QUARTER_COLUMN_Q1_Q4_NO_EFFECTIVE_DATE,NOT_ASSESSED,VISIBLE_NOT_ACQUIRED,period=Q; accessType=G; price=0.0 TRY; provider snapshot publication date 01-10-2018; provider 'date' field 30-12-2018; raw_bytes is provider-declared and unverified (file not downloaded).
BM-043,Borsa Istanbul,3184#462558,"2000 Yilindan Itibaren Endekslerde Bulunan Sirketler (BIST 30, BIST 50 ve BIST 100 icin)",https://datastore.borsaistanbul.com/product-type/3184,2018,FULL_YEAR_AS_FOUR_QUARTER_COLUMNS,NA,2026-08-23T13:18:00Z,FIRST_PARTY_CATALOGUE_API_INVOKED_BY_PRODUCT_PAGE,DOWNLOAD_REQUIRES_ACCOUNT_AND_REGISTRATION_AGREEMENT,exsrk2018.zip,NA,32385,NOT_ACQUIRED,NA,CATALOG_ENTRY,NA,NA,XU030;XU050;XU100,QUARTER_COLUMN_Q1_Q4_NO_EFFECTIVE_DATE,NOT_ASSESSED,VISIBLE_NOT_ACQUIRED,period=Q; accessType=G; price=0.0 TRY; provider snapshot publication date 04-09-2018; provider 'date' field 30-12-2018; raw_bytes is provider-declared and unverified (file not downloaded).
BM-044,Borsa Istanbul,3184#412895,"2000 Yilindan Itibaren Endekslerde Bulunan Sirketler (BIST 30, BIST 50 ve BIST 100 icin)",https://datastore.borsaistanbul.com/product-type/3184,2018,FULL_YEAR_AS_FOUR_QUARTER_COLUMNS,NA,2026-08-23T13:18:00Z,FIRST_PARTY_CATALOGUE_API_INVOKED_BY_PRODUCT_PAGE,DOWNLOAD_REQUIRES_ACCOUNT_AND_REGISTRATION_AGREEMENT,exsrk2018.zip,NA,31021,NOT_ACQUIRED,NA,CATALOG_ENTRY,NA,NA,XU030;XU050;XU100,QUARTER_COLUMN_Q1_Q4_NO_EFFECTIVE_DATE,NOT_ASSESSED,VISIBLE_NOT_ACQUIRED,period=Q; accessType=G; price=0.0 TRY; provider snapshot publication date 02-07-2018; provider 'date' field 30-12-2018; raw_bytes is provider-declared and unverified (file not downloaded).
BM-045,Borsa Istanbul,3184#399459,"2000 Yilindan Itibaren Endekslerde Bulunan Sirketler (BIST 30, BIST 50 ve BIST 100 icin)",https://datastore.borsaistanbul.com/product-type/3184,2018,FULL_YEAR_AS_FOUR_QUARTER_COLUMNS,NA,2026-08-23T13:18:00Z,FIRST_PARTY_CATALOGUE_API_INVOKED_BY_PRODUCT_PAGE,DOWNLOAD_REQUIRES_ACCOUNT_AND_REGISTRATION_AGREEMENT,exsrk2018.zip,NA,29951,NOT_ACQUIRED,NA,CATALOG_ENTRY,NA,NA,XU030;XU050;XU100,QUARTER_COLUMN_Q1_Q4_NO_EFFECTIVE_DATE,NOT_ASSESSED,VISIBLE_NOT_ACQUIRED,period=Q; accessType=G; price=0.0 TRY; provider snapshot publication date 05-06-2018; provider 'date' field 30-12-2018; raw_bytes is provider-declared and unverified (file not downloaded).
BM-046,Borsa Istanbul,3184#357757,"2000 Yilindan Itibaren Endekslerde Bulunan Sirketler (BIST 30, BIST 50 ve BIST 100 icin)",https://datastore.borsaistanbul.com/product-type/3184,2018,FULL_YEAR_AS_FOUR_QUARTER_COLUMNS,NA,2026-08-23T13:18:00Z,FIRST_PARTY_CATALOGUE_API_INVOKED_BY_PRODUCT_PAGE,DOWNLOAD_REQUIRES_ACCOUNT_AND_REGISTRATION_AGREEMENT,exsrk2018.zip,NA,28656,NOT_ACQUIRED,NA,CATALOG_ENTRY,NA,NA,XU030;XU050;XU100,QUARTER_COLUMN_Q1_Q4_NO_EFFECTIVE_DATE,NOT_ASSESSED,VISIBLE_NOT_ACQUIRED,period=Q; accessType=G; price=0.0 TRY; provider snapshot publication date 02-04-2018; provider 'date' field 30-12-2018; raw_bytes is provider-declared and unverified (file not downloaded).
BM-047,Borsa Istanbul,3184#328895,"2000 Yilindan Itibaren Endekslerde Bulunan Sirketler (BIST 30, BIST 50 ve BIST 100 icin)",https://datastore.borsaistanbul.com/product-type/3184,2018,FULL_YEAR_AS_FOUR_QUARTER_COLUMNS,NA,2026-08-23T13:18:00Z,FIRST_PARTY_CATALOGUE_API_INVOKED_BY_PRODUCT_PAGE,DOWNLOAD_REQUIRES_ACCOUNT_AND_REGISTRATION_AGREEMENT,exsrk2018.zip,NA,27603,NOT_ACQUIRED,NA,CATALOG_ENTRY,NA,NA,XU030;XU050;XU100,QUARTER_COLUMN_Q1_Q4_NO_EFFECTIVE_DATE,NOT_ASSESSED,VISIBLE_NOT_ACQUIRED,period=Q; accessType=G; price=0.0 TRY; provider snapshot publication date 22-02-2018; provider 'date' field 30-12-2018; raw_bytes is provider-declared and unverified (file not downloaded).
BM-048,Borsa Istanbul,3184#325182,"2000 Yilindan Itibaren Endekslerde Bulunan Sirketler (BIST 30, BIST 50 ve BIST 100 icin)",https://datastore.borsaistanbul.com/product-type/3184,2018,FULL_YEAR_AS_FOUR_QUARTER_COLUMNS,NA,2026-08-23T13:18:00Z,FIRST_PARTY_CATALOGUE_API_INVOKED_BY_PRODUCT_PAGE,DOWNLOAD_REQUIRES_ACCOUNT_AND_REGISTRATION_AGREEMENT,exsrk2018.zip,NA,26142,NOT_ACQUIRED,NA,CATALOG_ENTRY,NA,NA,XU030;XU050;XU100,QUARTER_COLUMN_Q1_Q4_NO_EFFECTIVE_DATE,NOT_ASSESSED,VISIBLE_NOT_ACQUIRED,period=Q; accessType=G; price=0.0 TRY; provider snapshot publication date 16-02-2018; provider 'date' field 30-12-2018; raw_bytes is provider-declared and unverified (file not downloaded).
BM-049,Borsa Istanbul,3184#301716,"2000 Yilindan Itibaren Endekslerde Bulunan Sirketler (BIST 30, BIST 50 ve BIST 100 icin)",https://datastore.borsaistanbul.com/product-type/3184,2018,FULL_YEAR_AS_FOUR_QUARTER_COLUMNS,NA,2026-08-23T13:18:00Z,FIRST_PARTY_CATALOGUE_API_INVOKED_BY_PRODUCT_PAGE,DOWNLOAD_REQUIRES_ACCOUNT_AND_REGISTRATION_AGREEMENT,exsrk2018.zip,NA,24629,NOT_ACQUIRED,NA,CATALOG_ENTRY,NA,NA,XU030;XU050;XU100,QUARTER_COLUMN_Q1_Q4_NO_EFFECTIVE_DATE,NOT_ASSESSED,VISIBLE_NOT_ACQUIRED,period=Q; accessType=G; price=0.0 TRY; provider snapshot publication date 02-01-2018; provider 'date' field 30-12-2018; raw_bytes is provider-declared and unverified (file not downloaded).
BM-050,Borsa Istanbul,3184#272860,"2000 Yilindan Itibaren Endekslerde Bulunan Sirketler (BIST 30, BIST 50 ve BIST 100 icin)",https://datastore.borsaistanbul.com/product-type/3184,2017,FULL_YEAR_AS_FOUR_QUARTER_COLUMNS,NA,2026-08-23T13:18:00Z,FIRST_PARTY_CATALOGUE_API_INVOKED_BY_PRODUCT_PAGE,DOWNLOAD_REQUIRES_ACCOUNT_AND_REGISTRATION_AGREEMENT,exsrk2017.zip,NA,23547,NOT_ACQUIRED,NA,CATALOG_ENTRY,NA,NA,XU030;XU050;XU100,QUARTER_COLUMN_Q1_Q4_NO_EFFECTIVE_DATE,NOT_ASSESSED,VISIBLE_NOT_ACQUIRED,period=Q; accessType=G; price=0.0 TRY; provider snapshot publication date 20-10-2017; provider 'date' field 30-12-2017; raw_bytes is provider-declared and unverified (file not downloaded).
BM-051,Borsa Istanbul,3184#265178,"2000 Yilindan Itibaren Endekslerde Bulunan Sirketler (BIST 30, BIST 50 ve BIST 100 icin)",https://datastore.borsaistanbul.com/product-type/3184,2017,FULL_YEAR_AS_FOUR_QUARTER_COLUMNS,NA,2026-08-23T13:18:00Z,FIRST_PARTY_CATALOGUE_API_INVOKED_BY_PRODUCT_PAGE,DOWNLOAD_REQUIRES_ACCOUNT_AND_REGISTRATION_AGREEMENT,exsrk2017.zip,NA,22422,NOT_ACQUIRED,NA,CATALOG_ENTRY,NA,NA,XU030;XU050;XU100,QUARTER_COLUMN_Q1_Q4_NO_EFFECTIVE_DATE,NOT_ASSESSED,VISIBLE_NOT_ACQUIRED,period=Q; accessType=G; price=0.0 TRY; provider snapshot publication date 02-10-2017; provider 'date' field 30-12-2017; raw_bytes is provider-declared and unverified (file not downloaded).
BM-052,Borsa Istanbul,3184#231368,"2000 Yilindan Itibaren Endekslerde Bulunan Sirketler (BIST 30, BIST 50 ve BIST 100 icin)",https://datastore.borsaistanbul.com/product-type/3184,2017,FULL_YEAR_AS_FOUR_QUARTER_COLUMNS,NA,2026-08-23T13:18:00Z,FIRST_PARTY_CATALOGUE_API_INVOKED_BY_PRODUCT_PAGE,DOWNLOAD_REQUIRES_ACCOUNT_AND_REGISTRATION_AGREEMENT,exsrk2017.zip,NA,22611,NOT_ACQUIRED,NA,CATALOG_ENTRY,NA,NA,XU030;XU050;XU100,QUARTER_COLUMN_Q1_Q4_NO_EFFECTIVE_DATE,NOT_ASSESSED,VISIBLE_NOT_ACQUIRED,period=Q; accessType=G; price=0.0 TRY; provider snapshot publication date 05-07-2017; provider 'date' field 30-12-2017; raw_bytes is provider-declared and unverified (file not downloaded).
BM-053,Borsa Istanbul,3184#194816,"2000 Yilindan Itibaren Endekslerde Bulunan Sirketler (BIST 30, BIST 50 ve BIST 100 icin)",https://datastore.borsaistanbul.com/product-type/3184,2017,FULL_YEAR_AS_FOUR_QUARTER_COLUMNS,NA,2026-08-23T13:18:00Z,FIRST_PARTY_CATALOGUE_API_INVOKED_BY_PRODUCT_PAGE,DOWNLOAD_REQUIRES_ACCOUNT_AND_REGISTRATION_AGREEMENT,exsrk2017.zip,NA,21472,NOT_ACQUIRED,NA,CATALOG_ENTRY,NA,NA,XU030;XU050;XU100,QUARTER_COLUMN_Q1_Q4_NO_EFFECTIVE_DATE,NOT_ASSESSED,VISIBLE_NOT_ACQUIRED,period=Q; accessType=G; price=0.0 TRY; provider snapshot publication date 03-04-2017; provider 'date' field 30-12-2017; raw_bytes is provider-declared and unverified (file not downloaded).
BM-054,Borsa Istanbul,3184#143591,"2000 Yilindan Itibaren Endekslerde Bulunan Sirketler (BIST 30, BIST 50 ve BIST 100 icin)",https://datastore.borsaistanbul.com/product-type/3184,2017,FULL_YEAR_AS_FOUR_QUARTER_COLUMNS,NA,2026-08-23T13:18:00Z,FIRST_PARTY_CATALOGUE_API_INVOKED_BY_PRODUCT_PAGE,DOWNLOAD_REQUIRES_ACCOUNT_AND_REGISTRATION_AGREEMENT,exsrk2017.zip,NA,20089,NOT_ACQUIRED,NA,CATALOG_ENTRY,NA,NA,XU030;XU050;XU100,QUARTER_COLUMN_Q1_Q4_NO_EFFECTIVE_DATE,NOT_ASSESSED,VISIBLE_NOT_ACQUIRED,period=Q; accessType=G; price=0.0 TRY; provider snapshot publication date 02-01-2017; provider 'date' field 30-12-2017; raw_bytes is provider-declared and unverified (file not downloaded).
BM-055,Borsa Istanbul,3184#117968,"2000 Yilindan Itibaren Endekslerde Bulunan Sirketler (BIST 30, BIST 50 ve BIST 100 icin)",https://datastore.borsaistanbul.com/product-type/3184,2016,FULL_YEAR_AS_FOUR_QUARTER_COLUMNS,NA,2026-08-23T13:18:00Z,FIRST_PARTY_CATALOGUE_API_INVOKED_BY_PRODUCT_PAGE,DOWNLOAD_REQUIRES_ACCOUNT_AND_REGISTRATION_AGREEMENT,exsrk2016.zip,NA,22715,NOT_ACQUIRED,NA,CATALOG_ENTRY,NA,NA,XU030;XU050;XU100,QUARTER_COLUMN_Q1_Q4_NO_EFFECTIVE_DATE,NOT_ASSESSED,VISIBLE_NOT_ACQUIRED,period=Q; accessType=G; price=0.0 TRY; provider snapshot publication date 07-10-2016; provider 'date' field 30-12-2016; raw_bytes is provider-declared and unverified (file not downloaded).
BM-056,Borsa Istanbul,3184#102632,"2000 Yilindan Itibaren Endekslerde Bulunan Sirketler (BIST 30, BIST 50 ve BIST 100 icin)",https://datastore.borsaistanbul.com/product-type/3184,2016,FULL_YEAR_AS_FOUR_QUARTER_COLUMNS,NA,2026-08-23T13:18:00Z,FIRST_PARTY_CATALOGUE_API_INVOKED_BY_PRODUCT_PAGE,DOWNLOAD_REQUIRES_ACCOUNT_AND_REGISTRATION_AGREEMENT,exsrk2016.zip,NA,22982,NOT_ACQUIRED,NA,CATALOG_ENTRY,NA,NA,XU030;XU050;XU100,QUARTER_COLUMN_Q1_Q4_NO_EFFECTIVE_DATE,NOT_ASSESSED,VISIBLE_NOT_ACQUIRED,period=Q; accessType=G; price=0.0 TRY; provider snapshot publication date 09-08-2016; provider 'date' field 30-12-2016; raw_bytes is provider-declared and unverified (file not downloaded).
BM-057,Borsa Istanbul,3184#19714,"2000 Yilindan Itibaren Endekslerde Bulunan Sirketler (BIST 30, BIST 50 ve BIST 100 icin)",https://datastore.borsaistanbul.com/product-type/3184,2015,FULL_YEAR_AS_FOUR_QUARTER_COLUMNS,NA,2026-08-23T13:18:00Z,FIRST_PARTY_CATALOGUE_API_INVOKED_BY_PRODUCT_PAGE,DOWNLOAD_REQUIRES_ACCOUNT_AND_REGISTRATION_AGREEMENT,exsrk2015.zip,NA,23214,NOT_ACQUIRED,NA,CATALOG_ENTRY,NA,NA,XU030;XU050;XU100,QUARTER_COLUMN_Q1_Q4_NO_EFFECTIVE_DATE,NOT_ASSESSED,VISIBLE_NOT_ACQUIRED,"period=Q; accessType=G; price=0.0 TRY; provider snapshot publication date 02-10-2015; provider 'date' field 31-12-2014; raw_bytes is provider-declared and unverified (file not downloaded). Provider 'date' field 31-12-2014 does not match the filename year 2015; legacy bulk upload, semantics of this field NOT established."
BM-058,Borsa Istanbul,3184#3030,"2000 Yilindan Itibaren Endekslerde Bulunan Sirketler (BIST 30, BIST 50 ve BIST 100 icin)",https://datastore.borsaistanbul.com/product-type/3184,2014,FULL_YEAR_AS_FOUR_QUARTER_COLUMNS,NA,2026-08-23T13:18:00Z,FIRST_PARTY_CATALOGUE_API_INVOKED_BY_PRODUCT_PAGE,DOWNLOAD_REQUIRES_ACCOUNT_AND_REGISTRATION_AGREEMENT,exsrk2014.zip,NA,25930,NOT_ACQUIRED,NA,CATALOG_ENTRY,NA,NA,XU030;XU050;XU100,QUARTER_COLUMN_Q1_Q4_NO_EFFECTIVE_DATE,NOT_ASSESSED,VISIBLE_NOT_ACQUIRED,"period=Q; accessType=G; price=0.0 TRY; provider snapshot publication date 08-06-2015; provider 'date' field 31-12-2013; raw_bytes is provider-declared and unverified (file not downloaded). Provider 'date' field 31-12-2013 does not match the filename year 2014; legacy bulk upload, semantics of this field NOT established."
BM-059,Borsa Istanbul,3184#3019,"2000 Yilindan Itibaren Endekslerde Bulunan Sirketler (BIST 30, BIST 50 ve BIST 100 icin)",https://datastore.borsaistanbul.com/product-type/3184,2013,FULL_YEAR_AS_FOUR_QUARTER_COLUMNS,NA,2026-08-23T13:18:00Z,FIRST_PARTY_CATALOGUE_API_INVOKED_BY_PRODUCT_PAGE,DOWNLOAD_REQUIRES_ACCOUNT_AND_REGISTRATION_AGREEMENT,exsrk2013.zip,NA,25546,NOT_ACQUIRED,NA,CATALOG_ENTRY,NA,NA,XU030;XU050;XU100,QUARTER_COLUMN_Q1_Q4_NO_EFFECTIVE_DATE,NOT_ASSESSED,VISIBLE_NOT_ACQUIRED,"period=Q; accessType=G; price=0.0 TRY; provider snapshot publication date 08-06-2015; provider 'date' field 31-12-2012; raw_bytes is provider-declared and unverified (file not downloaded). Provider 'date' field 31-12-2012 does not match the filename year 2013; legacy bulk upload, semantics of this field NOT established."
BM-060,Borsa Istanbul,3184#3025,"2000 Yilindan Itibaren Endekslerde Bulunan Sirketler (BIST 30, BIST 50 ve BIST 100 icin)",https://datastore.borsaistanbul.com/product-type/3184,2012,FULL_YEAR_AS_FOUR_QUARTER_COLUMNS,NA,2026-08-23T13:18:00Z,FIRST_PARTY_CATALOGUE_API_INVOKED_BY_PRODUCT_PAGE,DOWNLOAD_REQUIRES_ACCOUNT_AND_REGISTRATION_AGREEMENT,exsrk2012.zip,NA,475226,NOT_ACQUIRED,NA,CATALOG_ENTRY,NA,NA,XU030;XU050;XU100,QUARTER_COLUMN_Q1_Q4_NO_EFFECTIVE_DATE,NOT_ASSESSED,VISIBLE_NOT_ACQUIRED,"period=Q; accessType=G; price=0.0 TRY; provider snapshot publication date 08-06-2015; provider 'date' field 31-12-2011; raw_bytes is provider-declared and unverified (file not downloaded). Provider 'date' field 31-12-2011 does not match the filename year 2012; legacy bulk upload, semantics of this field NOT established."
BM-061,Borsa Istanbul,3184#3017,"2000 Yilindan Itibaren Endekslerde Bulunan Sirketler (BIST 30, BIST 50 ve BIST 100 icin)",https://datastore.borsaistanbul.com/product-type/3184,2011,FULL_YEAR_AS_FOUR_QUARTER_COLUMNS,NA,2026-08-23T13:18:00Z,FIRST_PARTY_CATALOGUE_API_INVOKED_BY_PRODUCT_PAGE,DOWNLOAD_REQUIRES_ACCOUNT_AND_REGISTRATION_AGREEMENT,exsrk2011.zip,NA,329527,NOT_ACQUIRED,NA,CATALOG_ENTRY,NA,NA,XU030;XU050;XU100,QUARTER_COLUMN_Q1_Q4_NO_EFFECTIVE_DATE,NOT_ASSESSED,VISIBLE_NOT_ACQUIRED,"period=Q; accessType=G; price=0.0 TRY; provider snapshot publication date 08-06-2015; provider 'date' field 31-12-2010; raw_bytes is provider-declared and unverified (file not downloaded). Provider 'date' field 31-12-2010 does not match the filename year 2011; legacy bulk upload, semantics of this field NOT established."
